name,category,address,city,state,postal_code,phone,website_url,source_url,source_type,observed_at,rating,amenities,pet_policy,canonical,market_id
Bon Aire Motel Apts,pet-friendly-hotels,4350 Gulf Blvd,St Pete Bch,FL,33706,(727) 360-5596,https://www.bonaireresort.com/,https://www.bonaireresort.com/,OFFICIAL_PROPERTY,2026-09-15,,,"Are you pet friendly? No, we do not allow pets on the property.",,tampa-fl
Boutique Beach Retreat,pet-friendly-hotels,11965 Gulf Blvd,Treasure Island,FL,33706,(727) 900-5263,https://boutiquebeachretreat.com/,https://boutiquebeachretreat.com/,OFFICIAL_PROPERTY,2026-09-15,,,"Is Boutique Beach Retreat pet friendly? Unfortunately, we can not allow pets at the hotel. Emotional support animals are considered pets, not service animals under the American Disabilities Act. We do not allow pets at this property.",,tampa-fl
Clearwater Beach Marriott Resort on Sand Key,pet-friendly-hotels,1201 Gulf Blvd,Clearwater Bch,FL,33767,(727) 596-1100,https://www.marriott.com/en-us/hotels/tpams-clearwater-beach-marriott-resort-on-sand-key/overview/,https://www.marriott.com/en-us/hotels/tpams-clearwater-beach-marriott-resort-on-sand-key/overview/,OFFICIAL_PROPERTY,2026-09-15,,,Pet Policy: Pets Welcome.,,tampa-fl
Coconut Cove All Suite Resort,pet-friendly-hotels,678 S Gulfview Blvd,Clearwater Beach,FL,33767,(727) 216-6993,https://coconutcovehotel.com/,https://coconutcovehotel.com/,OFFICIAL_PROPERTY,2026-09-15,,,"Around the hotel you will find a sunlit courtyard, on-site parking, laundry facilities, complimentary Wi-Fi, a concierge desk, in-suite kitchens, air conditioning, a business corner and pet-friendly policies - everything a beach stay asks for, without the overwhelm of a mega-resort. Are pets allowed? + Pets are welcome for a fee of USD 80. 25 per pet, per stay, with a USD 250 refundable deposit.",,tampa-fl
Courtyard by Marriott St. Petersburg,pet-friendly-hotels,300 4 St N,St. Petersburg,FL,33701,(727) 450-6200,https://www.marriott.com/en-us/hotels/tpasd-courtyard-st-petersburg-downtown/overview/,https://www.marriott.com/en-us/hotels/tpasd-courtyard-st-petersburg-downtown/overview/,OFFICIAL_PROPERTY,2026-09-15,,,Pet Policy: Pets Welcome.,,tampa-fl
Courtyard Clearwater Beach,pet-friendly-hotels,455 E Shore Dr,Clearwater Beach,FL,33767,(727) 442-4770,https://www.marriott.com/en-us/hotels/tpach-courtyard-clearwater-beach/overview/,https://www.marriott.com/en-us/hotels/tpach-courtyard-clearwater-beach/overview/,OFFICIAL_PROPERTY,2026-09-15,,,Pets Welcome. A non-refundable deposit of $75 per stay.,,tampa-fl
Crystal Palms Beach Resort at Treasure Island,pet-friendly-hotels,11605 Gulf Blvd,Treasure Island,FL,33706,(727) 360-0037,https://www.providentresorts.com/crystal-palms-tampa-and-treasure-island/,https://www.providentresorts.com/crystal-palms-tampa-and-treasure-island/,OFFICIAL_PROPERTY,2026-09-15,,,PETS: Pets and Emotional Support Animals are not allowed on property. Crystal Palms Beach Resort adheres to Federal ADA Law allowing ADA Compliant Services Animals. Is Crystal Palms Beach Resort pet-friendly?,,tampa-fl
Days Inn & Suites by Wyndham Tampa / Raymond James Stadium,pet-friendly-hotels,5405 N Church Ave,Tampa,FL,33614,(813) 739-2244,https://www.wyndhamhotels.com/days-inn/tampa-florida/days-inn-tampa-raymond-james-stadium/overview,https://www.wyndhamhotels.com/days-inn/tampa-florida/days-inn-tampa-raymond-james-stadium/overview,OFFICIAL_PROPERTY,2026-09-15,,,Maximum 2 pets allowed up to 20 lbs each for non-refundable charge of 25.00 USD per pet per night. ADA defined service animals are welcome at this hotel.,,tampa-fl
Days Inn by Wyndham St. Petersburg / Tampa Bay Area,pet-friendly-hotels,5005 34th St N,St. Petersburg,FL,33714,(727) 202-2323,https://www.wyndhamhotels.com/days-inn/saint-petersburg-florida/days-inn-st-petersburg-north/overview?CID=LC:iqv0j1dklijly45:13452&iata=00093796,https://www.wyndhamhotels.com/super-8/st-petersburg-florida/super-8-by-wyndham-st-petersburg/overview,OFFICIAL_PROPERTY,2026-09-15,,,Service Animals - ADA-defined service animals welcome. / Pets Allowed - 1 pet max. Dogs Only. 50lbs or less per pet. / Fees - 20USD per night. / Other Information - Contact hotel for additional details and availability.,,tampa-fl
DoubleTree by Hilton Tampa Rocky Point Waterfront,pet-friendly-hotels,3050 N. Rocky Point Dr. West,Tampa,FL,33607,+1 813-888-8800,https://www.hilton.com/en/hotels/tparhdt-doubletree-tampa-rocky-point-waterfront/,https://www.hilton.com/en/hotels/tparhdt-doubletree-tampa-rocky-point-waterfront/,OFFICIAL_PROPERTY,2026-09-15,,,Pets allowed: Yes. Deposit fee: $150.00 Non-refundable Fee.,,tampa-fl
Drury Plaza Hotel Tampa Brandon,pet-friendly-hotels,802 South Falkenburg Rd,Tampa,FL,33619,(813) 773-8497,https://www.druryhotels.com/locations/tampa-fl/drury-plaza-hotel-tampa-brandon,https://www.druryhotels.com/locations/tampa-fl/drury-plaza-hotel-tampa-brandon/?utm_campaign=gmb&utm_medium=organic&utm_source=local2,OFFICIAL_PROPERTY,2026-09-15,,,Pet Policy Dogs and cats accepted. Rooms with pets will be charged a daily fee of $50 per room plus tax. Limit of two pets per room with a combined weight of 80 pounds.,,tampa-fl
East Lake Inn,pet-friendly-hotels,6529 E Hillsborough Ave,Tampa,FL,33610,(813) 622-8339,https://www.eastlakeinntampa.com/,https://www.eastlakeinntampa.com/,OFFICIAL_PROPERTY,2026-09-15,,,"We are also pet-friendly, so you can bring your furry friends along for the stay! READ MORE The Florida Aquarium The Florida Aquarium, just a short drive from East Lake Inn, is home to over 20,000 aquatic plants and animals. From the expansive exhibits featuring native Florida species to the immersive animal encounters, it's a must-see attraction for all ages. With over 1,300 animals from around the world, the zoo offers a variety of exhibits, including the African Savanna, the Florida Wildlife",,tampa-fl
Embassy Suites by Hilton Tampa Airport Westshore,pet-friendly-hotels,555 N Westshore Blvd,Tampa,FL,33609,(813) 875-1555,https://www.hilton.com/en/hotels/tpafles-embassy-suites-tampa-airport-westshore/,https://www.hilton.com/en/hotels/tpafles-embassy-suites-tampa-airport-westshore/,OFFICIAL_PROPERTY,2026-09-15,,,Pets allowed: Yes. Deposit: $75.00 Non-refundable Fee. Other pet information: 1-4 night stay $75; 5+ night stay $125; 2 pets max; dog or cat only.,,tampa-fl
Embassy Suites Tampa-Downtown Convention Center,pet-friendly-hotels,513 S Florida Ave,Tampa,FL,33602,(813) 769-8300,https://www.hilton.com/en/hotels/tpaeses-embassy-suites-tampa-downtown-convention-center/,https://www.hilton.com/en/hotels/tpaeses-embassy-suites-tampa-downtown-convention-center/,OFFICIAL_PROPERTY,2026-09-15,,,Pets allowed: Yes. Deposit: $75.00 Non-refundable Fee. Other pet information: 1-4 night stay $75 5+ night stay $125 2 pets max dog or cat only.,,tampa-fl
Embassy Suites Tampa - USF/Near Busch Gardens,pet-friendly-hotels,3705 Spectrum Blvd,Tampa,FL,33612,(813) 977-7066,https://www.hilton.com/en/hotels/tpafres-embassy-suites-tampa-usf-near-busch-gardens/,https://www.hilton.com/en/hotels/tpafres-embassy-suites-tampa-usf-near-busch-gardens/,OFFICIAL_PROPERTY,2026-09-15,,,Pets allowed: Yes. Deposit: $75.00 Non-refundable Fee. Other pet information: 1-4 night stay $75; 5+ night stay $125; 2 pets max; dog or cat only.,,tampa-fl
Extended Stay America #1805,pet-friendly-hotels,4312 W Spruce St,Tampa,FL,33607,(813) 873-2850,https://www.extendedstayamerica.com/hotels/fl/tampa/airport-spruce-street?channel=gmb-listing&utm_source=google&utm_medium=organic&utm_campaign=gmb_listing,https://www.extendedstayamerica.com/hotels/fl/tampa/airport-spruce-street?channel=gmb-listing&utm_source=google&utm_medium=organic&utm_campaign=gmb_listing,OFFICIAL_PROPERTY,2026-09-15,,,"Our extended stay guests also enjoy free grab-and-go breakfast along with pet-friendly rooms. Additionally, during your stay you may engage in certain activities that are subject to the imposition of fees, including, but not limited to, phone call fees, smoking fees, pet fees, late payment fees (Select Suites locations only), early check-in fees, and late check out fees (collectively generally referred to as “Other Fees”). Pet fees: Not to exceed a $25. 00 per day cleaning fee plus tax, for the",,tampa-fl
Extended Stay America #9807,pet-friendly-hotels,1805 N Westshore Blvd,Tampa,FL,33607,(813) 637-8990,https://www.extendedstayamerica.com/hotels/fl/tampa/airport-n-westshore-blvd?channel=gmb-listing&utm_source=google&utm_medium=organic&utm_campaign=gmb_listing,https://www.extendedstayamerica.com/hotels/fl/tampa/airport-n-westshore-blvd?channel=gmb-listing&utm_source=google&utm_medium=organic&utm_campaign=gmb_listing,OFFICIAL_PROPERTY,2026-09-15,,,"Our extended stay guests also enjoy free grab-and-go breakfast along with pet-friendly rooms. Additionally, during your stay you may engage in certain activities that are subject to the imposition of fees, including, but not limited to, phone call fees, smoking fees, pet fees, late payment fees (Select Suites locations only), early check-in fees, and late check out fees (collectively generally referred to as “Other Fees”). Pet fees: Not to exceed a $25. 00 per day cleaning fee plus tax, for the",,tampa-fl
Extended Stay America Premier Ste (1561),pet-friendly-hotels,6780 Lakeview Center Dr.,Tampa,FL,33619,(656) 220-8333,https://www.extendedstayamerica.com/hotels/fl/tampa/tampa-casino-area,https://www.extendedstayamerica.com/hotels/fl/tampa/tampa-casino-area,OFFICIAL_PROPERTY,2026-09-15,,,"Our extended stay guests also enjoy free grab-and-go breakfast along with pet-friendly rooms. Additionally, during your stay you may engage in certain activities that are subject to the imposition of fees, including, but not limited to, phone call fees, smoking fees, pet fees, late payment fees (Select Suites locations only), early check-in fees, and late check out fees (collectively generally referred to as “Other Fees”). Pet fees: Not to exceed a $25. 00 per day cleaning fee plus tax, for the",,tampa-fl
Extended Stay America Select Ste (789),pet-friendly-hotels,12242 Morris Brdg,Temple Terrace,FL,33637,(813) 989-2264,https://www.extendedstayamerica.com/hotels/fl/tampa/north-usf-attractions?channel=gmb-listing&utm_source=google&utm_medium=organic&utm_campaign=gmb_listing,https://www.extendedstayamerica.com/hotels/fl/tampa/north-usf-attractions?channel=gmb-listing&utm_source=google&utm_medium=organic&utm_campaign=gmb_listing,OFFICIAL_PROPERTY,2026-09-15,,,"Our extended stay guests also enjoy pet-friendly rooms. Additionally, during your stay you may engage in certain activities that are subject to the imposition of fees, including, but not limited to, phone call fees, smoking fees, pet fees, late payment fees (Select Suites locations only), early check-in fees, and late check out fees (collectively generally referred to as “Other Fees”). Pet fees: Not to exceed a $25. 00 per day cleaning fee plus tax, for the first six (6) nights, per pet. Each da",,tampa-fl
Extended Stay America Select Suites 9643,pet-friendly-hotels,330 Grand Regency Blvd,Brandon,FL,33510,(813) 643-5900,https://www.extendedstayamerica.com/hotels/fl/tampa/tampa-brandon?channel=gmb-listing&utm_source=google&utm_medium=organic&utm_campaign=gmb_listing,https://www.extendedstayamerica.com/hotels/fl/tampa/tampa-brandon?channel=gmb-listing&utm_source=google&utm_medium=organic&utm_campaign=gmb_listing,OFFICIAL_PROPERTY,2026-09-15,,,"Our extended stay guests also enjoy pet-friendly rooms. Additionally, during your stay you may engage in certain activities that are subject to the imposition of fees, including, but not limited to, phone call fees, smoking fees, pet fees, late payment fees (Select Suites locations only), early check-in fees, and late check out fees (collectively generally referred to as “Other Fees”). Pet fees: Not to exceed a $25. 00 per day cleaning fee plus tax, for the first six (6) nights, per pet. Each da",,tampa-fl
Extended Stay America Select Suites- Clearwater,pet-friendly-hotels,15672 US-19,Clearwater,FL,33764,(727) 900-7400,https://www.extendedstayamerica.com/hotels/fl/tampa/clearwater?channel=gmb-listing&utm_source=google&utm_medium=organic&utm_campaign=gmb_listing,https://www.extendedstayamerica.com/hotels/fl/tampa/clearwater?channel=gmb-listing&utm_source=google&utm_medium=organic&utm_campaign=gmb_listing,OFFICIAL_PROPERTY,2026-09-15,,,"Our extended stay guests also enjoy pet-friendly rooms. Additionally, during your stay you may engage in certain activities that are subject to the imposition of fees, including, but not limited to, phone call fees, smoking fees, pet fees, late payment fees (Select Suites locations only), early check-in fees, and late check out fees (collectively generally referred to as “Other Fees”). Pet fees: Not to exceed a $25. 00 per day cleaning fee plus tax, for the first six (6) nights, per pet. Each da",,tampa-fl
Extended Stay America Suites #8010,pet-friendly-hotels,2450 Falkenburg Rd,Tampa,FL,33619,(813) 255-2566,https://www.extendedstayamerica.com/hotels/fl/tampa/brandon-east?channel=gmb-listing&utm_source=google&utm_medium=organic&utm_campaign=gmb_listing,https://www.extendedstayamerica.com/hotels/fl/tampa/brandon-east?channel=gmb-listing&utm_source=google&utm_medium=organic&utm_campaign=gmb_listing,OFFICIAL_PROPERTY,2026-09-15,,,"Our extended stay guests also enjoy pet-friendly rooms. Additionally, during your stay you may engage in certain activities that are subject to the imposition of fees, including, but not limited to, phone call fees, smoking fees, pet fees, late payment fees (Select Suites locations only), early check-in fees, and late check out fees (collectively generally referred to as “Other Fees”). Pet fees: Not to exceed a $25. 00 per day cleaning fee plus tax, for the first six (6) nights, per pet. Each da",,tampa-fl
Extended Stay America Suites #8080,pet-friendly-hotels,12162 Morris Bridge Rd,Temple Terrace,FL,33637,(813) 513-0050,https://www.extendedstayamerica.com/hotels/fl/tampa/northeast?channel=gmb-listing&utm_source=google&utm_medium=organic&utm_campaign=gmb_listing,https://www.extendedstayamerica.com/hotels/fl/tampa/northeast?channel=gmb-listing&utm_source=google&utm_medium=organic&utm_campaign=gmb_listing,OFFICIAL_PROPERTY,2026-09-15,,,"Our extended stay guests also enjoy pet-friendly rooms. Additionally, during your stay you may engage in certain activities that are subject to the imposition of fees, including, but not limited to, phone call fees, smoking fees, pet fees, late payment fees (Select Suites locations only), early check-in fees, and late check out fees (collectively generally referred to as “Other Fees”). Pet fees: Not to exceed a $25. 00 per day cleaning fee plus tax, for the first six (6) nights, per pet. Each da",,tampa-fl
Extended Stay America Suites- Clearwater - Carillon Park,pet-friendly-hotels,2311 Ulmerton Rd,Clearwater,FL,33762,(727) 572-4800,https://www.extendedstayamerica.com/hotels/fl/tampa/carillon-park?channel=gmb-listing&utm_source=google&utm_medium=organic&utm_campaign=gmb_listing,https://www.extendedstayamerica.com/hotels/fl/tampa/carillon-park?channel=gmb-listing&utm_source=google&utm_medium=organic&utm_campaign=gmb_listing,OFFICIAL_PROPERTY,2026-09-15,,,"Our extended stay guests also enjoy free grab-and-go breakfast along with pet-friendly rooms. Additionally, during your stay you may engage in certain activities that are subject to the imposition of fees, including, but not limited to, phone call fees, smoking fees, pet fees, late payment fees (Select Suites locations only), early check-in fees, and late check out fees (collectively generally referred to as “Other Fees”). Pet fees: Not to exceed a $25. 00 per day cleaning fee plus tax, for the",,tampa-fl
Extended Stay America Suites- St. Petersburg - Clearwater - Executive Dr.,pet-friendly-hotels,3089 Executive Dr,Clearwater,FL,33762,(727) 561-9032,https://www.extendedstayamerica.com/hotels/fl/tampa/clearwater-airport?channel=gmb-listing&utm_source=google&utm_medium=organic&utm_campaign=gmb_listing,https://www.extendedstayamerica.com/hotels/fl/tampa/clearwater-airport?channel=gmb-listing&utm_source=google&utm_medium=organic&utm_campaign=gmb_listing,OFFICIAL_PROPERTY,2026-09-15,,,"Our extended stay guests also enjoy free grab-and-go breakfast along with pet-friendly rooms. Additionally, during your stay you may engage in certain activities that are subject to the imposition of fees, including, but not limited to, phone call fees, smoking fees, pet fees, late payment fees (Select Suites locations only), early check-in fees, and late check out fees (collectively generally referred to as “Other Fees”). Pet fees: Not to exceed a $25. 00 per day cleaning fee plus tax, for the",,tampa-fl
Fairfield by Marriott Lakeland/Plant City,pet-friendly-hotels,4307 Sterling Commerce Dr,Plant City,FL,33566,+1 813-757-6202,https://www.marriott.com/en-us/hotels/tpapc-fairfield-inn-and-suites-lakeland-plant-city/overview/,https://www.marriott.com/en-us/hotels/tpapc-fairfield-inn-and-suites-lakeland-plant-city/overview/,OFFICIAL_PROPERTY,2026-09-15,,,Pets Welcome. Dogs are allowed. $75 fee per stay plus $150 refundable deposit. Maximum Number of Pets in Room: 2,,tampa-fl
Fairfield Inn & Suites by Marriott Tampa Fairgrounds/ Casino,pet-friendly-hotels,6720 Lakeview Center Dr,Tampa,FL,33619,(813) 626-3000,https://www.marriott.com/en-us/hotels/tpaef-fairfield-inn-and-suites-tampa-fairgrounds-casino/overview/,https://www.marriott.com/en-us/hotels/tpaef-fairfield-inn-and-suites-tampa-fairgrounds-casino/overview/,OFFICIAL_PROPERTY,2026-09-15,,,Pets Welcome. Maximum 2 pets allowed; USD 75 non refundable fee per stay.,,tampa-fl
Gay St Pete House,pet-friendly-hotels,4505 5th Avenue North,St. Petersburg,FL,33713,(727) 365-0544,https://www.gaystpetehouse.com/,https://www.gaystpetehouse.com/,OFFICIAL_PROPERTY,2026-09-15,,,"Read the latest Gay Travel Guide by the Nomadic Boys ""Relax and Enjoy"" ​Small, Clean, and Affordable Central Location Heated Pool, Sauna, Massage Table Clothing Optional Pool Area Pet Friendly Free WiFi & Off-Street Parking Free Continental Breakfast and Beer/Wine/Soda Happy Hour Book Online or Call if you need help ﻿1-727-310-4130 Find us 4505 5th Avenue N St Petersburg, FL 33713 Email us info@gaystpetehouse.",,tampa-fl
Grand Hyatt Tampa Bay,pet-friendly-hotels,2900 Bayport Dr,Tampa,FL,33607,(813) 874-1234,https://www.hyatt.com/grand-hyatt/en-US/tparw-grand-hyatt-tampa-bay,https://www.hyatt.com/grand-hyatt/en-US/tparw-grand-hyatt-tampa-bay,OFFICIAL_PROPERTY,2026-09-15,,,"Grand Hyatt Tampa Bay is a pet-friendly hotel, with dog-friendly rooms in our casitas. We welcome guests with pets.",,tampa-fl
Hampton Inn & Suites by Hilton Tampa Busch Gardens,pet-friendly-hotels,3333 E Busch Blvd,Tampa,FL,33612,(813) 605-5233,https://www.hilton.com/en/hotels/tpanbhx-hampton-suites-tampa-busch-gardens-area/,https://www.hilton.com/en/hotels/tpanbhx-hampton-suites-tampa-busch-gardens-area/,OFFICIAL_PROPERTY,2026-09-15,,,"Pets allowed: Yes. Deposit: $75.00 Non-refundable Fee. Other pet information: $75(1-4n),$125(5+n) 2petsMax,dog/cat only.",,tampa-fl
Hampton Inn & Suites by Hilton Tampa Northwest/oldsmar,pet-friendly-hotels,4017 Tampa Rd,Oldsmar,FL,34677,(813) 818-7202,https://www.hilton.com/en/hotels/tpaomhx-hampton-suites-tampa-northwest-oldsmar/,https://www.hilton.com/en/hotels/tpaomhx-hampton-suites-tampa-northwest-oldsmar/,OFFICIAL_PROPERTY,2026-09-15,,,"Pets allowed: Yes. Deposit: $75.00 Non-refundable Fee. Other pet information: $75(1-4n),$125(5+n) 2petsMax,dog/cat only.",,tampa-fl
Hampton Inn & Suites Clearwater Beach,pet-friendly-hotels,635 S Gulfview Blvd,Clearwater Beach,FL,33767,(727) 451-1111,https://www.hilton.com/en/hotels/clwcbhx-hampton-suites-clearwater-beach/,https://www.hilton.com/en/hotels/clwcbhx-hampton-suites-clearwater-beach/,OFFICIAL_PROPERTY,2026-09-15,,,Pets allowed: Yes. Deposit: $75.00 Non-refundable Fee. Other pet information: $75 for 1-4 night stay $125 for 5+ night stay; 2 pets max; dog or cat only.,,tampa-fl
Hampton Inn & Suites Largo,pet-friendly-hotels,100 E Bay Dr,Largo,FL,33770,(727) 585-3333,https://www.hilton.com/en/hotels/clwlghx-hampton-suites-largo/,https://www.hilton.com/en/hotels/clwlghx-hampton-suites-largo/,OFFICIAL_PROPERTY,2026-09-15,,,Pets allowed: Yes. Deposit: $75.00 Non-refundable Fee.,,tampa-fl
Hampton Inn & Suites Ruskin I-75,pet-friendly-hotels,711 33rd Street Southeast,Ruskin,FL,33570,+1 813-213-8005,https://www.hilton.com/en/hotels/tparuhx-hampton-suites-ruskin-i-75/,https://www.hilton.com/en/hotels/tparuhx-hampton-suites-ruskin-i-75/,OFFICIAL_PROPERTY,2026-09-15,,,Pets allowed: Yes. Deposit: $50.00 Non-refundable Fee. Other pet information: 1-4 night stay $50; 5+ night stay $75; 2 pets max; dog or cat only.,,tampa-fl
Hampton Inn & Suites St. Petersburg/Downtown,pet-friendly-hotels,80 Beach Dr Ne,St. Petersburg,FL,33701,(727) 892-9900,https://www.hilton.com/en/hotels/piehshx-hampton-suites-st-petersburg-downtown/,https://www.hilton.com/en/hotels/piehshx-hampton-suites-st-petersburg-downtown/,OFFICIAL_PROPERTY,2026-09-15,,,Pets allowed: Yes. Deposit: $75.00 Non-refundable Fee. Max weight: 75 lbs. Other pet information: 1-4 night stay $75; 5+ night stay $125; 2 pets max; dog or cat only.,,tampa-fl
Hampton Inn & Suites Tampa Airport Avion Park Westshore,pet-friendly-hotels,5329 Avion Park Dr,Tampa,FL,33607,(813) 287-8500,https://www.hilton.com/en/hotels/tpaashx-hampton-suites-tampa-airport-avion-park-westshore/,https://www.hilton.com/en/hotels/tpaashx-hampton-suites-tampa-airport-avion-park-westshore/,OFFICIAL_PROPERTY,2026-09-15,,,Pets allowed: Yes. Deposit: $75.00 Non-refundable Fee. Other pet information: 1-4 night stay $75; 5+ night stay $125; 2 pets max; dog or cat only.,,tampa-fl
Hampton Inn & Suites Tampa East (Casino Area),pet-friendly-hotels,11740 Tampa Gateway Blvd,Seffner,FL,33584,(813) 630-4321,https://www.hilton.com/en/hotels/tpahshx-hampton-suites-tampa-east-casino-area/,https://www.hilton.com/en/hotels/tpahshx-hampton-suites-tampa-east-casino-area/,OFFICIAL_PROPERTY,2026-09-15,,,"Pets allowed: Yes. Deposit: $75.00 Non-refundable Fee. Other pet information: $75 nts 1-4, $125 nts 5 or more, 2 pets max, dog or cat only.",,tampa-fl
Hampton Inn & Suites Tampa North,pet-friendly-hotels,8210 Hidden River Pkwy,Tampa,FL,33637,(904) 621-0721,https://www.hilton.com/en/hotels/tpanohx-hampton-suites-tampa-north/,https://www.hilton.com/en/hotels/tpanohx-hampton-suites-tampa-north/,OFFICIAL_PROPERTY,2026-09-15,,,"Pets allowed: Yes. Deposit: $75.00 Non-refundable Fee. Other pet information: $75(1-4n),$75(5+n) 2petsMax,dog/cat.",,tampa-fl
Hampton Inn & Suites Tampa Riverview Brandon,pet-friendly-hotels,10240 Causeway Blvd,Tampa,FL,33619,(813) 497-4590,https://www.hilton.com/en/hotels/tparvhx-hampton-suites-tampa-riverview-brandon/,https://www.hilton.com/en/hotels/tparvhx-hampton-suites-tampa-riverview-brandon/,OFFICIAL_PROPERTY,2026-09-15,,,Pets allowed: Yes. Deposit: $75.00 Non-refundable Fee. Other pet information: $75 pet fee. Maximum 1 pet. Dogs and cats only.,,tampa-fl
